,Encoder,Experiment,Generator,Number,test_acc,test_recall,test_precision,test_roc_auc,test_pd_10,test_pd_05,test_pd_01,test_f1,tendency_to_overclassify_positive,tendency_to_overclassify_negative
37,OpenClip,ProjectedGAN,IDDPM,no,0.6190000176429749,0.26624342799186707,0.9839372634887695,0.919536292552948,0.7478336691856384,0.6209526658058167,0.31380701065063477,0.41738951206207275,0.01606273651123047,0.7337565720081329
38,OpenClip,ProjectedGAN,ProjectedGAN,no,0.9929999709129333,0.9904595613479614,0.9961436986923218,0.9998675584793091,1.0,1.0,0.889904797077179,0.9932524561882019,0.0038563013076782227,0.009540438652038574
39,OpenClip,ProjectedGAN,ProGAN,no,0.996999979019165,0.9942573308944702,1.0,0.9999062418937683,1.0,0.9979682564735413,0.8939682841300964,0.9971069693565369,0.0,0.005742669105529785
40,OpenClip,ProjectedGAN,coco,no,0.45500001311302185,0.23613449931144714,0.39541009068489075,0.4323268532752991,0.059356559067964554,0.025021646171808243,0.01264180801808834,0.2929123640060425,0.6045899093151093,0.7638655006885529
41,OpenClip,ProjectedGAN,PNDM,no,0.7680000066757202,0.5551180243492126,0.9884513020515442,0.967415988445282,0.9108114242553711,0.8401404619216919,0.5480151772499084,0.7100086808204651,0.01154869794845581,0.44488197565078735
42,OpenClip,ProjectedGAN,DDPM,no,0.6039999723434448,0.2333514392375946,0.9939047694206238,0.9206016063690186,0.7175459861755371,0.6129535436630249,0.40164655447006226,0.37645015120506287,0.006095230579376221,0.7666485607624054
43,OpenClip,ProjectedGAN,LDM,no,0.8059999942779541,0.6236567497253418,1.0,0.9836750030517578,0.9627484083175659,0.923775851726532,0.7397487759590149,0.7666479349136353,0.0,0.3763432502746582
44,OpenClip,Diff-StyleGAN2,StyleGAN,no,0.6389999985694885,0.3026352822780609,1.0,0.9437923431396484,0.7916650176048279,0.7086990475654602,0.49099722504615784,0.46159809827804565,0.0,0.6973647177219391
45,OpenClip,Diff-StyleGAN2,ADM,no,0.5,0.03286917507648468,0.9679999947547913,0.6968310475349426,0.35446402430534363,0.20406047999858856,0.07860598713159561,0.06290588527917862,0.03200000524520874,0.9671308249235153
46,OpenClip,Diff-StyleGAN2,Diff-ProjectedGAN,no,0.8450000286102295,0.7074885368347168,0.9917172789573669,0.9922487735748291,0.981586217880249,0.9477025866508484,0.7145342230796814,0.8249055743217468,0.008282721042633057,0.2925114631652832
47,OpenClip,Diff-StyleGAN2,Diff-StyleGAN2,no,0.9509999752044678,0.9074104428291321,0.997584879398346,0.998822808265686,0.9964131712913513,0.9943814277648926,0.8634018301963806,0.9499709606170654,0.0024151206016540527,0.09258955717086792
48,OpenClip,Diff-StyleGAN2,IDDPM,no,0.5090000033378601,0.04974224418401718,0.9786666631698608,0.7130810618400574,0.3154706060886383,0.1695186346769333,0.09122168272733688,0.09430080652236938,0.02133333683013916,0.9502577558159828
49,OpenClip,Diff-StyleGAN2,ProjectedGAN,no,0.8730000257492065,0.7535108327865601,1.0,0.9945510625839233,0.9816954731941223,0.9676118493080139,0.8018925189971924,0.8590331077575684,0.0,0.24648916721343994
50,OpenClip,Diff-StyleGAN2,ProGAN,no,0.9210000038146973,0.8451591730117798,1.0,0.9971086382865906,0.987798810005188,0.9761728048324585,0.8553083539009094,0.9154447317123413,0.0,0.15484082698822021
51,OpenClip,Diff-StyleGAN2,coco,no,0.27000001072883606,0.018669037148356438,0.03193329647183418,0.08598895370960236,0.0,0.0,0.0,0.023518865928053856,0.9680667035281658,0.9813309628516436
52,OpenClip,Diff-StyleGAN2,PNDM,no,0.7739999890327454,0.5627064108848572,1.0,0.976105272769928,0.9178914427757263,0.8415355086326599,0.6260045766830444,0.7172468304634094,0.0,0.4372935891151428
53,OpenClip,Diff-StyleGAN2,DDPM,no,0.5049999952316284,0.04225745052099228,0.8506666421890259,0.7335473895072937,0.3717247247695923,0.2910948693752289,0.1302097737789154,0.08016145974397659,0.14933335781097412,0.9577425494790077
54,OpenClip,Diff-StyleGAN2,LDM,no,0.656000018119812,0.3316236138343811,1.0,0.945168673992157,0.8375308513641357,0.7584701776504517,0.6033515334129333,0.49539312720298767,0.0,0.6683763861656189
55,OpenClip,ProGAN,StyleGAN,no,0.6759999990463257,0.3755893409252167,0.9944348335266113,0.9777977466583252,0.918794572353363,0.8348930478096008,0.633858323097229,0.5442228317260742,0.005565166473388672,0.6244106590747833
56,OpenClip,ProGAN,ADM,no,0.5260000228881836,0.08435284346342087,0.9857777953147888,0.8151410818099976,0.4809924364089966,0.3394985496997833,0.14672477543354034,0.15414580702781677,0.014222204685211182,0.9156471565365791
57,OpenClip,ProGAN,Diff-ProjectedGAN,no,0.9190000295639038,0.8487642407417297,0.9953439235687256,0.9956817030906677,0.9959990382194519,0.9881740808486938,0.6956971883773804,0.9158215522766113,0.004656076431274414,0.15123575925827026
58,OpenClip,ProGAN,Diff-StyleGAN2,no,0.9110000133514404,0.8292951583862305,0.997584879398346,0.9971175193786621,0.9961484670639038,0.9880839586257935,0.8020069003105164,0.9056246280670166,0.0024151206016540527,0.17070484161376953
59,OpenClip,ProGAN,IDDPM,no,0.5690000057220459,0.16421754658222198,1.0,0.8835400342941284,0.6132285594940186,0.47944992780685425,0.30392932891845703,0.28151169419288635,0.0,0.835782453417778
60,OpenClip,ProGAN,ProjectedGAN,no,0.9369999766349792,0.877132773399353,1.0,0.9985536932945251,0.9962385296821594,0.9885804057121277,0.852992057800293,0.9343492984771729,0.0,0.12286722660064697
61,OpenClip,ProGAN,ProGAN,no,0.9919999837875366,0.9864916205406189,0.9979354739189148,0.9997498393058777,1.0,0.9979682564735413,0.8880849480628967,0.9921276569366455,0.002064526081085205,0.013508379459381104
62,OpenClip,ProGAN,coco,no,0.3700000047683716,0.13273406028747559,0.23289917409420013,0.2704255282878876,0.027702031657099724,0.004169491585344076,0.0,0.16824409365653992,0.7671008259057999,0.8672659397125244
63,OpenClip,ProGAN,PNDM,no,0.7730000019073486,0.5622206330299377,0.9958709478378296,0.9734291434288025,0.9161192774772644,0.8291950821876526,0.6220883131027222,0.7176032066345215,0.00412905216217041,0.43777936697006226
64,OpenClip,ProGAN,DDPM,no,0.5590000152587891,0.14521010220050812,1.0,0.887575089931488,0.6667735576629639,0.5332537889480591,0.3423801362514496,0.25191086530685425,0.0,0.8547898977994919
65,OpenClip,ProGAN,LDM,no,0.6980000138282776,0.4148903489112854,1.0,0.9663651585578918,0.8937522768974304,0.8242419958114624,0.5993673801422119,0.5848429203033447,0.0,0.5851096510887146
66,OpenClip,PNDM,StyleGAN,no,0.6700000166893005,0.3628927171230316,1.0,0.9745859503746033,0.9216134548187256,0.8011553883552551,0.5860406756401062,0.5292732119560242,0.0,0.6371072828769684
67,OpenClip,PNDM,ADM,no,0.5289999842643738,0.09272763878107071,0.9688205122947693,0.8398679494857788,0.547649085521698,0.37989118695259094,0.2313273400068283,0.16642488539218903,0.031179487705230713,0.9072723612189293
68,OpenClip,PNDM,Diff-ProjectedGAN,no,0.8960000276565552,0.8041072487831116,0.992594301700592,0.9938792586326599,0.9923418760299683,0.9575883150100708,0.6643723249435425,0.8881142735481262,0.007405698299407959,0.19589275121688843
69,OpenClip,PNDM,Diff-StyleGAN2,no,0.9240000247955322,0.8584707379341125,0.9932856559753418,0.9968933463096619,0.9945712685585022,0.9806743860244751,0.7855679988861084,0.9205232858657837,0.006714344024658203,0.14152926206588745
70,OpenClip,PNDM,IDDPM,no,0.6100000143051147,0.2453102022409439,0.9836229085922241,0.9279544949531555,0.7683444619178772,0.652587354183197,0.297961950302124,0.39021459221839905,0.01637709140777588,0.7546897977590561
71,OpenClip,PNDM,ProjectedGAN,no,0.9070000052452087,0.8206067681312561,1.0,0.9980188012123108,0.9962385296821594,0.9786698818206787,0.855633556842804,0.9002553820610046,0.0,0.1793932318687439
72,OpenClip,PNDM,ProGAN,no,0.9750000238418579,0.9510694742202759,1.0,0.9997496604919434,1.0,0.9979682564735413,0.88426274061203,0.9748414754867554,0.0,0.04893052577972412
73,OpenClip,PNDM,coco,no,0.45399999618530273,0.2395729422569275,0.395943284034729,0.4051855206489563,0.05830878019332886,0.0188148133456707,0.008648923598229885,0.29703864455223083,0.604056715965271,0.7604270577430725
74,OpenClip,PNDM,PNDM,no,0.9639999866485596,0.9339747428894043,0.9956082105636597,0.9983052611351013,0.9981428980827332,0.9867497682571411,0.8387852311134338,0.963300883769989,0.004391789436340332,0.0660252571105957
75,OpenClip,PNDM,DDPM,no,0.6420000195503235,0.3089223802089691,0.9901538491249084,0.9439745545387268,0.7981701493263245,0.6607919335365295,0.4362649619579315,0.46961984038352966,0.009846150875091553,0.6910776197910309
76,OpenClip,PNDM,LDM,no,0.7699999809265137,0.5572036504745483,0.9967179298400879,0.9807947874069214,0.9428357481956482,0.8982072472572327,0.6594651341438293,0.7136837840080261,0.0032820701599121094,0.44279634952545166
77,OpenClip,coco,StyleGAN,no,0.5049999952316284,0.8881462216377258,0.5120657682418823,0.5755183100700378,0.18650445342063904,0.12176690250635147,0.04844168201088905,0.6483689546585083,0.4879342317581177,0.11185377836227417
78,OpenClip,coco,ADM,no,0.5189999938011169,0.910485029220581,0.5197451114654541,0.5548309683799744,0.15095970034599304,0.09480302780866623,0.03383694589138031,0.6605850458145142,0.4802548885345459,0.08951497077941895
79,OpenClip,coco,Diff-ProjectedGAN,no,0.4580000042915344,0.79215407371521,0.484223872423172,0.33765289187431335,0.034169845283031464,0.016907813027501106,0.0,0.6004604697227478,0.515776127576828,0.20784592628479004
80,OpenClip,coco,Diff-StyleGAN2,no,0.4129999876022339,0.7061846852302551,0.455287367105484,0.31783610582351685,0.007522952277213335,0.003459459636360407,0.0,0.5528277158737183,0.544712632894516,0.2938153147697449
81,OpenClip,coco,IDDPM,no,0.5239999890327454,0.902310848236084,0.5228002667427063,0.5785736441612244,0.1679707020521164,0.07321101427078247,0.006184075493365526,0.6609097123146057,0.4771997332572937,0.09768915176391602
82,OpenClip,coco,ProjectedGAN,no,0.4490000009536743,0.7801944017410278,0.47902950644493103,0.3450475037097931,0.03035014308989048,0.01417040079832077,0.0,0.5925111174583435,0.520970493555069,0.21980559825897217
83,OpenClip,coco,ProGAN,no,0.515999972820282,0.8868111371994019,0.5182899832725525,0.5287326574325562,0.10813043266534805,0.059632573276758194,0.024047931656241417,0.652949333190918,0.4817100167274475,0.11318886280059814
84,OpenClip,coco,coco,no,0.9819999933242798,0.9664686918258667,0.9953745007514954,0.999101459980011,0.9980000257492065,0.9980000257492065,0.9587885141372681,0.9805836081504822,0.004625499248504639,0.0335313081741333
85,OpenClip,coco,PNDM,no,0.5009999871253967,0.8707056045532227,0.509835958480835,0.5153921246528625,0.07620291411876678,0.02465127594769001,0.0020317460875958204,0.6419855952262878,0.49016404151916504,0.12929439544677734
86,OpenClip,coco,DDPM,no,0.5529999732971191,0.9694976806640625,0.5377843976020813,0.6935925483703613,0.24630865454673767,0.1339244544506073,0.03609340637922287,0.6905784010887146,0.4622156023979187,0.0305023193359375
87,OpenClip,coco,LDM,no,0.5049999952316284,0.8656277060508728,0.512028157711029,0.45836156606674194,0.09983360767364502,0.04642355814576149,0.001882352982647717,0.6425016522407532,0.48797184228897095,0.1343722939491272
88,OpenClip,StyleGAN,StyleGAN,no,0.984000027179718,0.983816921710968,0.9848538041114807,0.9993055462837219,1.0,0.9942288398742676,0.8800986409187317,0.9842528700828552,0.015146195888519287,0.016183078289031982
89,OpenClip,StyleGAN,ADM,no,0.5740000009536743,0.18502436578273773,0.9397964477539062,0.8116669654846191,0.4901198148727417,0.28398141264915466,0.1876242309808731,0.3076489269733429,0.06020355224609375,0.8149756342172623
90,OpenClip,StyleGAN,Diff-ProjectedGAN,no,0.9070000052452087,0.8399050831794739,0.9780039191246033,0.9827335476875305,0.9539064764976501,0.8550353646278381,0.649419903755188,0.9034067988395691,0.02199608087539673,0.16009491682052612
